file_id,FIA-Edit_SD35|structure_distance,FIA-Edit_SD35|psnr_unedit_part,FIA-Edit_SD35|lpips_unedit_part,FIA-Edit_SD35|mse_unedit_part,FIA-Edit_SD35|ssim_unedit_part,FIA-Edit_SD35|clip_similarity_source_image,FIA-Edit_SD35|clip_similarity_target_image,FIA-Edit_SD35|clip_similarity_target_image_edit_part
113000000002,0.013765901,27.48429298400879,0.07879769802093506,0.0017847218550741673,0.8939838409423828,23.650331497192383,27.479290008544922,24.301616668701172
113000000003,0.01131019,25.376768112182617,0.060646604746580124,0.002899499610066414,0.9211551547050476,21.98091697692871,27.39789581298828,26.193470001220703
113000000004,0.017819963,21.12982940673828,0.14364901185035706,0.007709336932748556,0.7922356128692627,29.261940002441406,32.755802154541016,20.921207427978516
113000000005,0.002025685,30.90320587158203,0.11254359781742096,0.0008122303406707942,0.9244198799133301,19.37714958190918,17.513376235961914,15.710502624511719
113000000006,0.0029572502,30.31650733947754,0.050878267735242844,0.0009297133074142039,0.9328500628471375,24.838367462158203,26.902315139770508,21.03177833557129
113000000007,0.003735624,28.68610191345215,0.046529583632946014,0.0013532862067222595,0.9326507449150085,27.61014747619629,25.59899139404297,17.79920768737793
113000000008,0.022734214,21.220396041870117,0.10203053057193756,0.007550232112407684,0.7982925176620483,19.117053985595703,23.456701278686523,25.796592712402344
113000000009,0.01046169,19.765697479248047,0.12035596370697021,0.010554314590990543,0.511374831199646,24.11993980407715,30.37577247619629,19.006099700927734
114000000000,0.008496942,25.65541648864746,0.08053144067525864,0.002719307318329811,0.7645346522331238,27.92767333984375,33.783329010009766,24.242725372314453
114000000001,0.0018144116,31.261220932006836,0.029997963458299637,0.0007479588384740055,0.8921803832054138,29.400644302368164,34.26670455932617,25.006038665771484
114000000002,0.0048580365,26.83102798461914,0.061483222991228104,0.0020744213834404945,0.9051507711410522,25.30743408203125,24.578441619873047,20.537891387939453
114000000003,0.013980306,23.537708282470703,0.07437966018915176,0.004428218584507704,0.8176921606063843,24.336776733398438,30.409971237182617,25.967472076416016
114000000004,0.008156745,27.69131851196289,0.038812097162008286,0.0017016412457451224,0.9291412234306335,24.688812255859375,27.31141471862793,27.814685821533203
114000000005,0.024004247,26.603309631347656,0.07180313766002655,0.002186094643548131,0.8478326797485352,15.943746566772461,27.01510238647461,20.904640197753906
114000000006,0.007223116,27.767030715942383,0.07520720362663269,0.0016722331056371331,0.8852755427360535,25.577556610107422,22.548765182495117,17.50443458557129
114000000007,0.0098250015,27.05510139465332,0.03189198300242424,0.0019701067358255386,0.8981932997703552,16.01327133178711,25.562227249145508,20.69635009765625
114000000008,0.005648459,25.13373565673828,0.0664360448718071,0.003066382138058543,0.8553375005722046,25.39451789855957,26.736337661743164,19.157079696655273
114000000009,0.008118886,27.51341438293457,0.04900781810283661,0.0017727952217683196,0.9041196703910828,27.836618423461914,26.009729385375977,19.93069076538086
121000000000,0.01341211,23.2619571685791,0.14164812862873077,0.004718502517789602,0.8797955513000488,26.381906509399414,37.476097106933594,30.091650009155273
121000000001,0.040584143,26.96845817565918,0.052084073424339294,0.002009805291891098,0.924352765083313,22.509246826171875,30.114341735839844,27.319400787353516
121000000002,0.018800551,25.199827194213867,0.08698473870754242,0.0030200714245438576,0.7987491488456726,20.807750701904297,25.877098083496094,25.243532180786133
121000000003,0.014663289,24.808860778808594,0.060656722635030746,0.003304561600089073,0.8164874911308289,16.9029541015625,28.8675479888916,26.063234329223633
121000000004,0.0059905415,27.256975173950195,0.04903815686702728,0.0018806258449330926,0.9203799962997437,22.22508430480957,28.573345184326172,22.11688804626465
